7763743,75
7770024,30
7771422,30
7758183,75
7773611,75
7754658,30
7770948,30
7777202,75
7778970,75
7752970,75
7757949,75
7763221,75
7777423,75
7770191,75
7772617,30
7774131,75
7774376,75
7775175,75
7781372,75
7772611,75
7754218,30
7754689,30
7759908,75
7762261,35
7762368,30
7763052,75
7763961,75
7764198,75
7764857,30
7765094,30
7770714,35
7771083,35
7771189,75
7772198,75
7773603,75
7775189,75
7776736,30
7777567,35
7783116,35
7754673,30
7754679,35
7770755,75
7758636,75
7759354,75
7759436,75
7760031,75
7760809,75
7760848,75
7763715,75
7763760,35
7764400,75
7764982,75
7765198,75
7777264,75
7770996,75
7771030,75
7771102,30
7771651,75
7774396,75
7771915,75
7771982,75
7773301,75
7773539,75
7774118,75
7775165,75
7775172,75
7775213,75
7775393,75
7775399,75
7775598,75
7778192,75
7778671,30
7779003,75
7779021,35
7779044,75
7779240,75
7779783,30
7779913,30
7787784,30
7782527,75
7783421,75
7785570,75
7753610,30
7754666,75
7756020,30
7756031,75
7757059,30
7765728,75
7759208,75
7759396,75
7759721,75
7774539,30
7778211,30
7774691,30
7760323,75
7760429,75
7760528,30
7761713,75
7761849,30
7774362,30
7774785,75
7763775,30
7779026,75
7764734,30
7764750,75
7764851,30
7777596,75
7764964,75
7774875,75
7771443,30
7765018,75
7766001,30
7766102,75
7770961,75
7771001,35
7771033,75
7771040,30
7771105,75
7771115,75
7771191,75
7771221,30
7771354,35
7771377,75
7771649,30
7771788,75
7771921,30
7773598,75
7773685,30
7774117,30
7774159,75
7774267,75
7774291,30
7774309,75
7774312,35
7774654,35
7774701,30
7774866,75
7774883,30
7775166,35
7775335,30
7775377,75
7775664,35
7776565,75
7776745,75
7777673,75
7777699,30
7777920,30
7778213,75
7778463,30
7778663,30
7779079,75
7781034,30
7782432,30
7787772,35
7770156,30
7774694,30
7778202,30
7770281,75
7753044,75
7754634,75
7778888,75
7764836,30
7757937,75
7759220,75
7759521,75
7759746,30
7760214,75
7763727,30
7760418,75
7760805,75
7762222,30
7763086,75
7763397,75
7763725,75
7763756,30
7763791,35
7763881,75
7777249,30
7781244,30
7771383,30
7774613,30
7764688,75
7764824,75
7764940,75
7765016,75
7765081,75
7765192,75
7769945,75
7770133,30
7770165,75
7770744,75
7770861,30
7771049,30
7771680,75
7771760,75
7771777,35
7771950,75
7773435,75
7774215,75
7774266,35
7774300,75
7774528,30
7774620,75
7774726,30
7774853,75
7775147,75
7775273,75
7775184,75
7775303,75
7775966,35
7777389,75
7777878,30
7778165,75
7778605,35
7778621,75
7778934,75
7778942,75
7778972,75
7779045,75
7779218,75
7780280,75
7781281,30
7787829,75
7783710,30
7772517,75
7761019,30
7774619,30
7762013,75
7778902,35
7758911,75
7781249,30
7778595,75
7775067,30
7758740,30
7765046,75
7778325,30
7763389,75
7774693,75
7770907,30
7760018,75
7760303,75
7774357,75
7771305,75
7772407,75
7777338,75
7775553,75
7770611,30
7771027,30
7775097,75
7775258,30
7770944,30
7774729,75
7764962,75
7764831,30
7775170,75
7774681,30
7772518,75
7771783,75
7775353,75
7773748,75
7770719,75
7775289,75
7781246,30
7759917,75
7769826,30
7775760,30
7759534,30
7778174,30
7773390,75
7754638,30
7764592,35
7770060,30
7778383,75
7781245,75
7774479,75
7775959,75
7778221,75
7772588,75
7764981,75
7773065,35
7787956,30
7761663,75
7764572,30
7763597,75
7778181,30
7774877,75
7756028,75
7756034,75
7771740,75
7771740,75
7770717,75
7770252,35
7759275,30
7759326,75
7771907,30
7759441,75
7774354,30
7759935,75
7760089,75
7760140,30
7771928,75
7761733,30
7761882,30
7763104,30
7763106,30
7763607,75
7763644,30
7778328,30
7774542,75
7763987,30
7763990,75
7764307,35
7764789,30
7764993,75
7765331,30
7766096,75
7769970,75
7770565,75
7770774,75
7770870,75
7770942,30
7771006,30
7771017,30
7771302,30
7771304,35
7771684,75
7771786,30
7772008,30
7778695,75
7772464,30
7773463,75
7773511,75
7774032,30
7774062,75
7774069,75
7774537,30
7774605,30
7774816,30
7774846,75
7777724,75
7779009,75
7775160,30
7775203,75
7775558,75
7781247,30
7775763,75
7775909,35
7776002,30
7776019,75
7776598,75
7777340,75
7778227,75
7778233,75
7778327,30
7778613,75
7778687,75
7778694,30
7778711,75
7780986,35
7778960,30
7778983,30
7779020,75
7779042,30
7779051,75
7779075,30
7779078,75
7779175,30
7779206,75
7780433,35
7785380,75
7782305,75
7782882,75
7783691,75
7784225,30
7788024,75
7771324,30
7777523,30
7771866,75
7764107,75
7778804,75
7759378,75
7758702,75
7775103,75
7781407,75
7774158,30
7786482,75
7765195,75
7771296,35
7763437,75
7784643,30
7775766,75
7772579,75
7763985,75
7769790,75
7782056,30
7769993,30
7787521,75
7773526,75
7778238,30
7759652,30
7753741,30
7771796,75
7754560,75
7757030,30
7757958,30
7770668,75
7759233,75
7772465,75
7764437,75
7770976,75
7771205,75
7771467,75
7771789,30
7774547,75
7773469,75
7774026,30
7774136,30
7774520,75
7774849,75
7777381,30
7778244,30
7778258,75
7778320,30
7778326,75
7779097,75
7782434,75
7783160,30
7788116,75
7778227,75
7753741,30
7771796,75
7754560,75
7757030,30
7757958,30
7770668,75
7759233,75
7772465,75
7764437,75
7770976,75
7771205,75
7771467,75
7771789,30
7774547,75
7773469,75
7774026,30
7774136,30
7774520,75
7774849,75
7777381,30
7778244,30
7778258,75
7778320,30
7778326,75
7779097,75
7782434,75
7783160,30
7788116,75
7757906,75
7785492,30
7757908,75
7774784,30
7763073,30
7765098,75
7772462,75
7777001,75
7762270,75
7758582,75
7759285,75
7759523,30
7759812,75
7760347,30
7763711,30
7770881,30
7765326,75
7770883,75
7771062,75
7773347,75
7773385,30
7773404,75
7773411,30
7774102,75
7776039,75
7778365,75
7779277,35
7780649,35
7788187,75
7762080,75
7753819,75
7757182,35
7759639,75
7763636,75
7764754,75
7765438,30
7770091,30
7770592,75
7771646,75
7772460,75
7773439,75
7776996,35
7774164,35
7774195,30
7774529,75
7774545,75
7774646,75
7776981,75
7777000,75
7777873,75
7778928,30
7778929,35
7779579,30
7779858,75
7780225,75
7780427,30
7780734,75
7781184,75
7781744,75
7785221,30
7787518,75
7763898,75
7772240,30
7757180,30
7779903,30
7774443,30
7758829,75
7759329,30
7759819,75
7760661,30
7760775,75
7760790,35
7761040,35
7775649,75
7761503,75
7762065,30
7763625,30
7763906,35
7764567,75
7765007,75
7765047,30
7766111,30
7770173,30
7770962,35
7771004,75
7771465,75
7771766,35
7771892,75
7788201,30
7773428,75
7788189,75
7774204,35
7774305,75
7775087,75
7775671,75
7779416,75
7781792,75
7785226,75
7785363,30
7754694,75
7756906,75
7759593,30
7760063,75
7760235,75
7760772,30
7765433,30
7764484,75
7764616,75
7764617,35
7771299,30
7774144,75
7765205,75
7766076,75
7770852,30
7771151,30
7771152,35
7774651,30
7771885,30
7773772,75
7774249,30
7774581,30
7774636,75
7775346,75
7775680,75
7776776,75
7777745,30
7778803,75
7778868,75
7779018,75
7782333,75
7783670,30
7784014,75
