25,238,1
25,160,1
25,275,1
25,274,1
25,270,1
25,290,1
25,372,1
25,279,100
25,237,1
25,337,1
25,314,1
25,307,1
25,175,50
25,310,1
25,370,25
25,320,1
25,325,1
25,133,1
25,318,1
25,292,1
25,315,1
25,305,1
25,304,1
25,369,1
75,306,1
25,385,1
25,373,1
25,386,1
25,303,1
25,295,1
25,317,1
250,219,1
25,387,29
25,340,1
100,388,1
100,224,1
100,206,1
100,249,1
100,199,1
25,216,1
25,319,1
25,336,1
25,342,1
25,309,50
25,294,1
25,293,1
25,376,1
25,389,1
25,128,25
25,377,1
25,343,1
25,371,1
25,344,1
25,341,1
75,243,1
50,390,1
75,201,1
75,198,1
75,15,1
75,97,1
75,218,1
100,153,1
200,79,1
75,348,1
25,254,1
25,256,1
25,302,1
25,230,1
25,234,1
25,245,1
25,251,1
25,232,1
25,362,1
25,241,1
25,278,1
25,265,1
25,297,1
25,239,1
25,258,1
25,235,1
25,273,1
25,277,1
25,331,1
25,364,1
25,260,1
25,391,1
25,288,1
25,248,1
25,276,1
25,264,1
25,286,1
25,242,1
25,365,1
25,289,1
25,252,1
25,246,1
25,236,1
25,261,1
25,244,1
25,366,1
100,322,1
100,326,1
100,157,1
50,324,1
500,392,1
500,393,1
500,194,1
50,361,1
75,358,1
75,357,1
75,356,1
50,394,25
36,359,1
150,87,1
250,203,1
250,192,1
250,259,1
250,211,1
50,308,1
50,323,1
25,395,50
25,240,1
25,396,1
25,268,1
25,280,1
25,298,1
25,250,1
25,262,1
25,282,1
25,367,1
100,217,1
100,321,1
100,216,1
100,283,1
100,215,1
100,332,1
100,197,1
100,214,1
50,78,1
50,169,1
50,140,1
50,96,1
50,69,1
150,92,1
250,193,1
250,267,1
250,208,1
250,209,1
150,397,1
50,200,1
250,191,1
250,155,1
250,220,1
100,222,1
250,196,1
50,398,1
50,399,1
50,400,1
360,84,1
75,246,1
75,301,1
36,352,1
50,401,1
50,402,1
50,300,1
36,177,25
25,339,1
100,403,1
100,404,1
150,351,1
100,405,1
360,204,1
36,406,1
75,350,1
100,167,1
100,28,1
5,407,100
5,6,100
5,408,100
5,409,100
5,66,100
5,381,100
50,257,1
250,221,1
100,253,1
50,226,1
50,285,1
100,255,1
50,255,1
200,205,1
25,379,100
25,380,25
25,9,50
