Year,Julian Date,Mission ID,Mission,Kapitelach,Amount,Minutes,Speed
6,2455444,0,שבת מברכים תשרי,א,1,10,10.0
6,2455472,0,שבת מברכים חשון,א,1,10,10.0
6,2455500,0,שבת מברכים כסלו,א,1,10,10.0
6,2455535,0,שבת מברכים טבת,א,1,10,10.0
6,2455563,0,שבת מברכים שבט,א,1,10,10.0
6,2455591,0,שבת מברכים אדר,א,1,10,10.0
6,2455619,0,שבת מברכים אדר ב,א,1,10,10.0
6,2455654,0,שבת מברכים ניסן,א,1,10,10.0
6,2455682,0,שבת מברכים אייר,א,1,10,10.0
6,2455710,0,שבת מברכים סיון,א,1,10,10.0
6,2455738,0,שבת מברכים תמוז,א,1,10,10.0
6,2455773,0,שבת מברכים מנחם-אב,א,1,10,10.0
6,2455801,0,שבת מברכים אלול,א,1,10,10.0
7,2455444,24051,שבת מברכים תשרי,א,1,10,10.0
7,2455472,24057,שבת מברכים חשון,א,1,10,10.0
7,2455500,0,שבת מברכים כסלו,א,1,10,10.0
7,2455535,169231,שבת מברכים טבת,א,1,10,10.0
7,2455563,165830,שבת מברכים שבט,א,1,10,10.0
7,2455591,24081,שבת מברכים אדר,א,1,10,10.0
7,2455619,0,שבת מברכים אדר ב,א,1,10,10.0
7,2455654,24087,שבת מברכים ניסן,א,1,10,10.0
7,2455682,24093,שבת מברכים אייר,א,1,10,10.0
7,2455710,24099,שבת מברכים סיון,א,1,10,10.0
7,2455738,24105,שבת מברכים תמוז,א,1,10,10.0
7,2455773,24111,שבת מברכים מנחם-אב,א,1,10,10.0
7,2455801,24046,שבת מברכים אלול,א,1,10,10.0
8,2455444,24472,שבת מברכים תשרי,א-ב,2,10,5.0
8,2455472,24478,שבת מברכים חשון,א-ב,2,10,5.0
8,2455500,0,שבת מברכים כסלו,א-ב,2,10,5.0
8,2455535,169232,שבת מברכים טבת,א-ב,2,10,5.0
8,2455563,170460,שבת מברכים שבט,א-ב,2,10,5.0
8,2455591,24502,שבת מברכים אדר,א-ב,2,10,5.0
8,2455619,0,שבת מברכים אדר ב,א-ב,2,10,5.0
8,2455654,24508,שבת מברכים ניסן,א-ב,2,10,5.0
8,2455682,24514,שבת מברכים אייר,א-ב,2,10,5.0
8,2455710,24520,שבת מברכים סיון,א-ב,2,10,5.0
8,2455738,24526,שבת מברכים תמוז,א-ב,2,10,5.0
8,2455773,24532,שבת מברכים מנחם-אב,א-ב,2,10,5.0
8,2455801,24467,שבת מברכים אלול,א-ב,2,10,5.0
9,2455444,24544,שבת מברכים תשרי,א-ב,2,10,5.0
9,2455472,24550,שבת מברכים חשון,א-ב,2,10,5.0
9,2455500,0,שבת מברכים כסלו,א-ב,2,10,5.0
9,2455535,169233,שבת מברכים טבת,א-ב,2,10,5.0
9,2455563,170461,שבת מברכים שבט,א-ב,2,10,5.0
9,2455591,24574,שבת מברכים אדר,א-ב,2,10,5.0
9,2455619,0,שבת מברכים אדר ב,א-ב,2,10,5.0
9,2455654,24580,שבת מברכים ניסן,א-ג,3,15,5.0
9,2455682,24586,שבת מברכים אייר,א-ג,3,15,5.0
9,2455710,24592,שבת מברכים סיון,א-ג,3,15,5.0
9,2455738,24598,שבת מברכים תמוז,א-ג,3,15,5.0
