Year,Julian Date,Mission ID,Mission,Kapitelach,Amount,Minutes,Speed
6,2455444,25327,שבת מברכים תשרי,א-יז,17,50,2.9
6,2455472,25334,שבת מברכים חשון,א-יח,18,55,3.1
6,2455500,0,שבת מברכים כסלו,א-יח,18,55,3.1
6,2455535,169320,שבת מברכים טבת,א-יט,19,58,3.1
6,2455563,170779,שבת מברכים שבט,א-כב,22,65,3.0
6,2455591,25358,שבת מברכים אדר,א-כב,22,65,3.0
6,2455619,0,שבת מברכים אדר ב,א-כב,22,65,3.0
6,2455654,25367,שבת מברכים ניסן,א-כד,24,72,3.0
6,2455682,25373,שבת מברכים אייר,א-כה,25,75,3.0
6,2455710,25379,שבת מברכים סיון,א-כו,26,77,3.0
6,2455738,25385,שבת מברכים תמוז,א-כז,27,80,3.0
6,2455773,25391,שבת מברכים מנחם-אב,א-כח,28,80,2.9
6,2455801,25321,שבת מברכים אלול,א-כט,29,80,2.8
7,2455444,25404,שבת מברכים תשרי,א-לא,31,80,2.6
7,2455472,25411,שבת מברכים חשון,א-לג,33,80,2.4
7,2455500,0,שבת מברכים כסלו,א-לג,33,80,2.4
7,2455535,169319,שבת מברכים טבת,א-לז,37,80,2.2
7,2455563,170780,שבת מברכים שבט,א-לט,39,80,2.1
7,2455591,25435,שבת מברכים אדר,א-מ,40,80,2.0
7,2455619,0,שבת מברכים אדר ב,א-מ,40,80,2.0
7,2455654,25444,שבת מברכים ניסן,א-מא,41,80,2.0
7,2455682,25450,שבת מברכים אייר,א-מג,43,80,1.9
7,2455710,25456,שבת מברכים סיון,א-מד,44,80,1.8
7,2455738,25462,שבת מברכים תמוז,א-מו,46,85,1.8
7,2455773,25468,שבת מברכים מנחם-אב,א-מט,49,90,1.8
7,2455801,25398,שבת מברכים אלול,א-נ,50,90,1.8
8,2455444,25481,שבת מברכים תשרי,א-נד,54,90,1.7
8,2455472,25488,שבת מברכים חשון,א-נו,56,90,1.6
8,2455500,0,שבת מברכים כסלו,א-נז,57,90,1.6
8,2455535,169318,שבת מברכים טבת,א-נט,59,90,1.5
8,2455563,170781,שבת מברכים שבט,א-סא,61,90,1.5
8,2455591,25512,שבת מברכים אדר,א-סג,63,90,1.4
8,2455619,0,שבת מברכים אדר ב,א-סג,63,90,1.4
8,2455654,25521,שבת מברכים ניסן,א-סה,65,90,1.4
8,2455682,25527,שבת מברכים אייר,א-סז,67,90,1.3
8,2455710,25533,שבת מברכים סיון,א-סח,68,90,1.3
8,2455738,25539,שבת מברכים תמוז,א-סט,69,90,1.3
8,2455773,25545,שבת מברכים מנחם-אב,א-עא,71,90,1.3
8,2455801,25475,שבת מברכים אלול,א-עב,72,90,1.3
9,2455444,25558,שבת מברכים תשרי,א-עג,73,90,1.2
9,2455472,25565,שבת מברכים חשון,א-עד,74,90,1.2
9,2455500,0,שבת מברכים כסלו,א-עה,75,90,1.2
9,2455535,169317,שבת מברכים טבת,א-עז,77,95,1.2
9,2455563,170782,שבת מברכים שבט,א-עח,78,95,1.2
9,2455591,25589,שבת מברכים אדר,א-פ,80,95,1.2
9,2455619,0,שבת מברכים אדר ב,א-פ,80,95,1.2
9,2455654,25597,שבת מברכים ניסן,א-פב,82,100,1.2
9,2455682,25603,שבת מברכים אייר,א-פד,84,100,1.2
9,2455710,25609,שבת מברכים סיון,א-פו,86,100,1.2
9,2455738,25615,שבת מברכים תמוז,א-פח,88,100,1.1
9,2455773,25621,שבת מברכים מנחם-אב,א-פט,89,100,1.1
9,2455801,25552,שבת מברכים אלול,א-פט,89,100,1.1
10,2455444,25707,שבת מברכים תשרי,א-צא,91,100,1.1
10,2455472,25714,שבת מברכים חשון,א-צג,93,100,1.1
10,2455500,0,שבת מברכים כסלו,א-צה,95,100,1.1
10,2455535,169316,שבת מברכים טבת,א-צז,97,110,1.1
10,2455563,170783,שבת מברכים שבט,א-קא,101,110,1.1
10,2455591,25738,שבת מברכים אדר,א-קב,102,110,1.1
10,2455619,0,שבת מברכים אדר ב,א-קב,102,110,1.1
10,2455654,25747,שבת מברכים ניסן,א-קג,103,110,1.1
10,2455682,25753,שבת מברכים אייר,א-קד,104,110,1.1
10,2455710,25759,שבת מברכים סיון,א-קה,105,110,1.0
10,2455738,25765,שבת מברכים תמוז,א-קו,106,110,1.0
10,2455773,25771,שבת מברכים מנחם-אב,א-קו,106,110,1.0
10,2455801,25701,שבת מברכים אלול,א-קו,106,110,1.0
11,2455444,25784,שבת מברכים תשרי,א-קז,107,110,1.0
11,2455472,25791,שבת מברכים חשון,א-קי,110,110,1.0
11,2455500,0,שבת מברכים כסלו,א-קי,110,110,1.0
11,2455535,169315,שבת מברכים טבת,1/2 א-קיט,119,120,1.0
11,2455563,170784,שבת מברכים שבט,א-קיט,119,120,1.0
11,2455591,25815,שבת מברכים אדר,א-קכב,122,120,1.0
11,2455619,0,שבת מברכים אדר ב,א-קכב,122,120,1.0
11,2455654,25824,שבת מברכים ניסן,א-קל,130,120,0.9
11,2455682,25830,שבת מברכים אייר,א-קלב,132,120,0.9
11,2455710,25836,שבת מברכים סיון,א-קלה,135,120,0.9
11,2455738,25842,שבת מברכים תמוז,א-קמב,142,120,0.8
11,2455773,25848,שבת מברכים מנחם-אב,א-קנ,150,120,0.8
11,2455801,25778,שבת מברכים אלול,א-קנ,150,120,0.8
12,2455444,25861,שבת מברכים תשרי,א-קנ,150,120,0.8
12,2455472,25868,שבת מברכים חשון,א-קנ,150,120,0.8
12,2455500,0,שבת מברכים כסלו,א-קנ,150,120,0.8
12,2455535,169314,שבת מברכים טבת,א-קנ,150,120,0.8
