2103,1
2105,1
907,1
2099,1
2106,1
2005,1
1193,1
2040,1
1211,2
2025,2
2059,2
892,2
902,2
1255,2
1931,3
996,3
993,3
1956,3
2064,3
1929,3
2045,3
1944,3
1943,3
1203,3
2041,4
2063,4
1268,4
2195,4
2020,4
2153,5
1878,5
1876,5
1178,5
1080,5
2022,6
886,6
693,6
2199,6
444,6
2274,6
2273,6
2011,6
2192,6
2043,7
2044,7
2050,7
2200,7
722,7
2187,8
966,8
2188,8
884,8
2016,9
1245,9
2201,9
1190,9
2157,9
2060,9
2239,9
2013,9
2012,9
2000,9
1204,9
2171,9
560,9
2056,9
1083,10
2205,10
973,10
992,10
2202,10
2251,10
2071,10
1383,10
2042,10
1388,10
2255,10
1395,10
1386,10
891,10
2093,10
576,10
2265,10
1923,10
1945,10
2061,10
2014,11
882,11
697,11
2102,11
2101,11
900,11
1260,12
1879,12
2047,12
2055,12
1391,12
2242,12
2029,13
1997,13
2036,13
1393,13
692,13
575,13
1075,13
1076,13
1248,13
893,13
2271,13
895,13
897,13
911,13
2024,13
2163,13
2046,13
903,13
909,13
2193,13
2275,13
2018,13
2049,13
1387,13
2007,13
981,13
1259,13
1919,13
2172,15
1205,15
899,14
2034,14
2026,14
2015,14
1874,14
1398,14
971,14
1935,36
1196,15
2058,35
1918,16
2085,16
2249,16
2198,16
2253,16
2250,16
572,16
573,16
706,16
1390,16
1256,16
2008,16
2097,17
2100,17
2104,17
553,17
2252,17
1244,17
2010,34
912,17
2035,17
2156,17
2002,18
1950,18
2066,18
574,18
570,18
571,18
978,18
1195,18
1269,18
2031,19
2037,19
1926,20
2083,20
2023,20
1384,20
2003,21
1385,21
2175,21
904,21
2155,21
2197,21
1081,21
2009,22
1180,22
2095,22
2004,22
2080,22
1337,22
2032,23
2033,23
2096,24
2107,24
708,24
1082,24
2017,24
2098,24
896,24
977,24
1265,24
704,24
2051,24
2062,25
2065,25
443,25
577,25
910,25
2241,25
2021,26
2194,26
1396,26
2030,26
2262,26
1254,26
1251,26
2039,26
2238,26
2174,26
547,26
2173,26
2038,26
1270,26
2094,26
2054,26
1079,27
1206,27
2028,28
2203,28
2027,29
2052,29
1262,29
890,29
1192,30
2260,30
1796,31
2259,31
1795,31
1799,31
1821,31
1797,31
2258,31
1815,31
1822,31
898,31
2261,31
1074,31
1078,31
2179,31
2057,31
2019,31
2189,31
1917,31
1921,31
1267,31
1274,31
972,31
721,31
1077,32
1335,32
1249,32
2167,32
558,32
1243,32
2237,32
1242,32
1250,32
677,32
1781,32
1803,32
1805,32
1826,32
1830,32
1813,32
1825,32
1829,32
1794,32
1804,32
1806,32
1807,32
1831,32
2048,33
2082,33
723,33
2006,33
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
