773334,1,0,0,0,,0,,0,,,,
7738793,1,0,0,0,,0,,0,,,,
7738796,1,0,0,0,,0,,0,,,,
7738800,1,0,0,0,,0,,0,,,,
7738826,1,0,0,0,,0,,0,,,,
7738829,1,0,0,0,,0,,0,,,,
7738832,1,0,0,0,,0,,0,,,,
7738856,1,0,0,0,,0,,0,,,,
7738861,1,0,0,0,,0,,0,,,,
7738862,1,0,0,0,,0,,0,,,,
7738885,1,0,0,0,,0,,0,,,,
7741353,1,0,0,0,,0,,0,,,,
7741356,1,0,0,0,,0,,0,,,,
7741357,1,0,0,0,,0,,0,,,,
7741358,1,0,0,0,,0,,0,,,,
7741359,1,0,0,0,,0,,0,,,,
7741362,1,0,0,0,,0,,0,,,,
7741363,1,0,0,0,,0,,0,,,,
7741364,1,1,0,0,,0,,0,,,,
7741365,1,0,0,0,,0,,0,,,,
7741366,1,0,0,0,,0,,0,,,,
7741367,1,0,0,0,,0,,0,,,,
7741368,1,0,0,0,,0,,0,,,,
7741375,1,0,0,0,,0,,0,,,,
7741377,1,0,0,0,,0,,0,,,,
7741378,1,0,0,0,,0,,0,,,,
7741379,1,0,0,0,,0,,0,,,,
7741381,1,0,0,0,,0,,0,,,,
7741382,1,0,0,0,,0,,0,,,,
7741384,1,0,0,0,,0,,0,,,,
7741385,1,0,0,0,,0,,0,,,,
7741386,1,0,0,0,,0,,0,,,,
7741388,1,0,0,0,,0,,0,,,,
7741389,1,0,0,0,,0,,0,,,,
7741390,1,0,0,0,,0,,0,,,,
7741392,1,0,0,0,,0,,0,,,,
7741393,1,0,0,0,,0,,0,,,,
7741396,1,0,0,0,,0,,0,,,,
7741397,1,0,0,0,,0,,0,,,,
7741399,1,0,0,0,,0,,0,,,,
7742346,1,0,0,0,,0,,0,,,,
7742347,1,0,0,0,,0,,0,,,,
7742348,1,0,0,0,,0,,1,4,,,
7743013,1,0,0,0,,0,,0,,,,
7743014,1,0,0,1,L,0,,0,,,,418
7743015,1,0,0,0,,0,,0,,,,
7743016,1,0,0,0,,0,,0,,,,
7743017,1,0,1,0,,0,,0,,,,418
7743024,1,0,1,0,,0,,0,,,,418
7743027,1,0,0,0,,0,,0,,,,418
7743030,1,0,0,0,,0,,0,,,,418
7743032,1,0,0,0,,0,,0,,,,418
7743033,1,0,0,1,L,0,,0,,,,418
7743034,1,0,0,0,,0,,0,,,,420
7743035,1,0,0,0,,0,,0,,,,420
7743036,1,0,0,0,,0,,0,,,,420
7743037,1,0,0,0,,0,,0,,,,420
7743038,1,0,0,0,,0,,0,,,,420
7743040,1,0,0,0,,0,,0,,,,420
7743042,1,0,0,0,,0,,0,,,,420
7743043,1,0,0,0,,0,,0,,,,420
7743044,1,0,0,0,,0,,0,,,,420
7743046,1,1,1,0,,0,,0,,,,420
7743047,1,0,0,0,,0,,0,,,,420
7743048,1,0,0,0,,0,,0,,,,420
7743049,1,0,0,0,,0,,0,,,,420
7743050,1,0,0,1,L,0,,0,,,,
7743052,1,1,0,0,,0,,0,,,,420
7743053,1,1,1,1,L,1,S,0,,,,420
7743054,1,0,0,0,,0,,0,,,,420
7743055,1,0,0,0,,0,,0,,,,421
7743066,1,0,0,0,,0,,0,,,,421
7743071,1,0,0,0,,0,,0,,,,421
7743072,1,0,0,0,,0,,0,,,,421
7743076,1,0,1,0,,0,,0,,,,422
7743077,1,0,0,0,,0,,0,,,,422
7743079,1,0,0,0,,0,,0,,,,
7743081,1,0,0,0,,0,,0,,,,422
7743084,1,0,0,0,,0,,0,,,,
7743089,1,0,0,0,,0,,0,,,,422
7743091,1,1,0,0,,0,,0,,,,422
7743092,1,0,0,0,,0,,0,,,,422
7743093,1,0,0,0,,0,,0,,,,
7743096,1,0,0,0,,0,,0,,,,423
7743097,1,0,0,0,,0,,0,,,,423
7743098,1,0,0,0,,0,,0,,,,423
7743102,1,0,0,0,,0,,0,,,,
7743104,1,0,0,0,,0,,0,,,,423
7743105,1,0,0,0,,0,,0,,,,
7743107,1,0,0,0,,0,,0,,,,423
7743108,1,0,1,0,,0,,1,4,,,423
7743109,1,0,0,0,,0,,0,,,,
7743111,1,0,0,0,,0,,0,,,,
7743112,1,0,0,0,,0,,0,,,,423
7743116,1,0,0,0,,0,,0,,,,423
