140585,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140593,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140605,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140617,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140629,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140641,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140653,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140665,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140677,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140689,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140701,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140713,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140725,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140737,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140749,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140761,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140773,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140785,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140797,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140809,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140821,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140823,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140825,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140837,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140839,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140851,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140863,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140865,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140867,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140881,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140893,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140895,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140897,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140911,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140913,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140915,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140929,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140941,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140943,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140945,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140959,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140971,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140983,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
140995,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
141007,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
141019,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
141031,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
141043,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
141055,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
141057,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
141059,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
141073,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
141085,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
141097,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
141109,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
141121,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
141133,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
141145,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
141157,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
141159,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
141161,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
113132,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
113134,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
113136,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
113138,I explained the background of this week's Niggun.,Sometime during the week,no,yes,,
114566,I sang one of this weeks niggunim at my shabbos table,During the Shabbos Meal,yes,no,,
114568,I sang one of this weeks niggunim at my shabbos table,During the Shabbos Meal,yes,no,,
114570,I sang one of this weeks niggunim at my shabbos table,During the Shabbos Meal,yes,no,,
114572,I sang one of this weeks niggunim at my shabbos table,During the Shabbos Meal,yes,no,,
140584,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140592,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140604,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140616,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140628,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140640,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140652,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140664,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140676,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140688,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140700,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140712,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140724,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140736,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140748,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140760,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140772,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140784,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140796,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140808,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140820,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140822,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140824,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140836,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140838,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140850,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140862,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140864,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140866,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140880,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140892,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140894,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140896,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140910,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140912,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140914,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140928,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140940,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140942,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140944,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140958,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140970,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140982,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
140994,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
141006,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
141018,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
141030,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
141042,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
141054,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
141056,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
141058,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
141072,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
141084,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
141096,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
141108,I sang this week's Niggunim in school and at my Shabbos table.,During the Shabbos Meal,yes,no,,
